performer	घरेलू स्तर पर <e2>साइ</e2> अपनी विनोदी वीडियो और मंच प्रदर्शन के लिए जाने जाते हैं जबकि अन्तराष्ट्रीय स्तर पर इन्होंने पहचान अपने अत्याधिक प्रसिद्ध एकल "<e1>गंगनम स्टाइल</e1>" से बनाई	WORK_OF_ART	PERSON
performer	"<e1>गंगनम स्टाइल</e1>" को मिले-जुले से लेकर सकारात्मक समीक्षाएं प्राप्त हुई हैं  इसका प्रमुख कारण है इसकी आकर्षक धुन तथा संगीत वीडियो में <e2>साइ</e2> के मनोरंजक नृत्य तालों एवं विश्व के विभिन्न स्थानों पर जीवंत प्रदर्शनों में की गयी नृत्य चालों के कारण हुआ है	WORK_OF_ART	PERSON
performer	<e2>साइ</e2> के वीडियो <e1>गंगनम स्टाइल</e1> को शुक्रवार की रात तक दो अरब से ज्यादा लोग देख चुके थे. यह दुनिया में पहला वीडियो है जिसे दो अरब लोगों ने देखा है.इस कलाकार के नाम एक और रिकॉर्ड है और वह कि उसके वीडियो को एक दिन में सबसे ज्यादा लोगों ने इसे देखा. गंगनम के बाद बने जेंटलमैन वीडियो को एक दिन में 3 करोड़ 80 लाख लोगों ने देखा.	WORK_OF_ART	PERSON
performer	1960 के '<e1>बैटमैन</e1>' टीवी सीरीज के एक्टर <e2>एडम वेस्ट</e2> का 88 साल की उम्र में निधन हो गया. एडम ल्यूकेमिया (ब्लड कैंसर) से पीड़ित थे.	WORK_OF_ART	PERSON
performer	मशहूर <e1>बैटमैन</e1> टीवी सीरीज के अभिनेता <e2>एडम वेस्ट</e2> का 9 जून 2017 को अमेरिका के लॉस एंजिलिस में निधन हो गया. एडम वेस्ट ल्यूकेमिया (ब्लड कैंसर) से पीड़ित थे. वे 88 वर्ष के थे. ये विश्व के पहले कलाकार थे जिन्होंने बैटमैन का रोल निभाया था.	WORK_OF_ART	PERSON
performer	<e2>जस्टिन बीबर</e2> और 25 डांसर्स की उनकी टीम आठ बजे स्टेज पर आएगी और ये 90 मिनट तक परफॉर्म करेंगे. शो में वे पर्पज नाम की एल्बम के गानों पर परफॉर्म करेंगे. इसके अलावा वे बेबी और <e1>बॉयफ्रेंड</e1> जैसे हिट गानों को भी दर्शकों के सामने पेश करेंगे.	WORK_OF_ART	PERSON
performer	इसके अलावा वे बेबी और <e1>बॉयफ्रेंड</e1> जैसे हिट. <e2>जस्टिन बीबर</e2> की स्पॉटलाइट के पीछे की जिंदगी और. एमी जैक्सन ने बॉयफ्रेंड जॉर्ज पानायिटू से की सगाई, वीडियो वायरल. Monday May 6, 2019 मां बनने वाली हैं अभिनेत्री एमी जैक्सन, न्यू ईयर पर की थी बॉयफ्रेंड से सगाई. Monday April 1 जस्टिन बीबर ने हैली बाल्डविन संग सगाई की पुष्टि की. Tuesday July 10. Aadhar Card Center कैसे खोलें, आधार कार्ड सेंटर की. लाइव ब्लॉग: जस्टिन बीबर पर्पज कॉन्सर्ट: कॉन्सर्ट खत्म होने के बाद जस्टिन ने मासूमियत के साथ अपने फैंस को कहा अलविदा इसके अलावा वो अपने पॉपुलर वे बेबी और बॉयफ्रेंड जैसे हिट गानों को भी अपने फैन्स के सामने पेश करेंगे	WORK_OF_ART	PERSON
performer	वैलेंटाइन डे पर बॉयफ्रेंड रोहमन ने सुष्मिता सेन को दिया सरप्राइज वैलेंटाइन डे पर लाल सिंह चड्ढा से करीना का लुक आया सामने आज के दिन को बनाए रोमांटिक, इन गानों से सजाए प्यार की महफिल. किसान ने खेत में गाया <e2>जस्टिन बीबर</e2> का पॉपुलर गाना. <e1>बॉयफ्रेंड</e1> कैनेडियन रिकॉर्डिंग कलाकार जस्टिन बीबर का एक गाना है, जिसे उनके तीसरे स्टूडियो एल्बम बेलीव से लिया गया. मुंबई पर चढ़ा बीबर का फीवर, शो से पहले Dainik Bhaskar. लॉस एंजेलिस, 19 फरवरी आईएएनएस	WORK_OF_ART	PERSON
performer	<e1>बॉयफ्रेंड</e1> (<e2>जस्टिन बीबर</e2> गाना) डिजिटल माध्यम. बॉयफ्रेंड (जस्टिन बीबर गाना) बबर जसट यफरडजसटबबरगन यफरड	WORK_OF_ART	PERSON
performer	यानी यही वह यूट्यूब <e2>जस्टिन बीबर</e2> के गाने <e1>बॉयफ्रेंड</e1> के वीडियो को अब तक करीब 70.1 करोड से ज्यादा व्यूज मिल चुके हैं  9.5 लाख यूजर्स ने इस. जानिए आज कैसे होगी जस्टिन बीबर की स्टेज पर एंट्री. जस्टिन द्रू बीबर एक कनेडियाई पॉप आर और बी गायक, गीतकाऔर अभिनेता है	WORK_OF_ART	PERSON
performer	"<e1>बॉयफ्रेंड</e1>" कैनेडियन रिकॉर्डिंग कलाकार <e2>जस्टिन बीबर</e2> का एक गाना है, जिसे उनके तीसरे स्टूडियो एल्बम बेलीव  (2012) से लिया गया है	WORK_OF_ART	PERSON
performer	<e2>क़ुरतुलैन बलोच</e2> जिसको मंच पर QB के नाम से भी जाना जाता है, एक पाकिस्तानी गायिका, संगीतकाऔर अभिनेत्री है  पाकिस्तानी टीवी धारावाहिक <e1>हमसफर</e1> के शीर्षक गीत वो हमसफर था से उन्हें काफी प्रसिद्धि मिली व इसके लिए उन्हें कई पुरस्कार व नामांकन भी मिले	WORK_OF_ART	PERSON
performer	'<e1>कैप्टन अमेरिका</e1>' स्टार <e2>क्रिस इवांस</e2>, नोवल कोरोना वायरस के खिलाफ लड़ाई के लिए धन जुटाने के लिए आखिरकार इंस्टाग्राम पर अवतरित हो ही गए. एसशोबिज की रिपोर्ट के अनुसार, इवांस ने 1 मई को फोटो-शेयरिंग वेबसाइट पर अपना डेब्यू किया और साझा किया कि वह कोविड-19 महामारी के दौरान भूख से लड़ने के लिए धन जुटाने में मदद करने के लिए ऑल इन चैलेंज में भाग ले रहे हैं.	WORK_OF_ART	PERSON
performer	<e2>क्रिस इवांस</e2> ने अंतत: घोषणा कर दी कि मार्वल की फिल्मों में वो आख़िरी बार <e1>कैप्टन अमेरिका</e1> बने नज़र आएंगे. अवेंजर्स – इनफिनिटी वॉर की दूसरी क़िस्त में उनके हिस्से की शूटिंग खत्म हो गई है. शूट का अंतिम दिन था. क्रिस इवांस सेंटी थे. ट्विटर पर पोस्ट कर बताया. जो लिखा उसका मतलब कुछ ऐसा था कि…	WORK_OF_ART	PERSON
